astro_sign,title,link,image,Theme,Style Number,Colour,Swing Tag Generation,Tush Tag Generation,Birthday,Release Date,Release Year,Retirement Date,Animal,Subtheme,Size
ERROR,Blue the Dog,https://beaniepedia.com/beanies/beanie-babies/blue-the-dog/,https://beaniepedia.com/beanies/files/2012/11/514D2RC74BL._SL500_AA300_.jpg,Beanie Babies,40344,Blue,14,13,None,31/01/2006,2006,Current,Dog,Blue's Clues,N/A
Cancer,Blue the Bear,https://beaniepedia.com/beanies/beanie-babies/blue-the-bear/,https://beaniepedia.com/beanies/files/2012/11/41jpnGd2BX1L._SL500_AA300_.jpg,Beanie Babies,4424,Mixed,11,13,04 July 2002,17/06/2003,2003,21/06/2003,Bear,Independence Day,N/A
Taurus,Bloomfield the Bear,https://beaniepedia.com/beanies/beanie-babies/bloomfield-the-bear/,https://beaniepedia.com/beanies/files/2012/11/516JNCGAP5L._SL500_AA300_.jpg,Beanie Babies,40343,Brown,14,13,07 May 2005,31/01/2006,2006,27/12/2007,Bear,None,N/A
Taurus,Bloom the Bear,https://beaniepedia.com/beanies/beanie-babies/bloom-the-bear/,https://beaniepedia.com/beanies/files/2019/01/bloom.jpg,Beanie Babies,4596,Mixed,11,13,29 April 2003,30/04/2003,2003,13/06/2003,Bear,None,N/A
Sagittarius,Blizzard the White Tiger,https://beaniepedia.com/beanies/beanie-babies/blizzard-the-white-tiger/,https://beaniepedia.com/beanies/files/2012/11/blizzard.png,Beanie Babies,4163,Black/White,4 5,3 4 5 6,12 December 1996,11/05/1997,1997,01/05/1998,Tiger,None,N/A
Aquarius,Blitz the Bear,https://beaniepedia.com/beanies/beanie-babies/blitz-the-bear/,https://beaniepedia.com/beanies/files/2012/11/41H929CY1XL._SL500_AA300_.jpg,Beanie Babies,40248,Brown,13,13,06 February 2005,31/08/2005,2005,27/12/2007,Bear,Sports,N/A
ERROR,Blissful the Bears,https://beaniepedia.com/beanies/beanie-babies/blissful-the-bears/,https://beaniepedia.com/beanies/files/2012/11/blissfulbears-1.jpg,Beanie Babies,40628,Brown/White,15,13,None,30/04/2007,2007,27/12/2007,Bear,Wedding,N/A
Libra,Blessed the Bear,https://beaniepedia.com/beanies/beanie-babies/blessed-the-bear/,https://beaniepedia.com/beanies/files/2012/11/31zJFO7XpXL._SL500_AA300_.jpg,Beanie Babies,40010,White,11,12,11 October 2002,30/06/2003,2003,28/07/2004,Bear,None,N/A
Pisces,BLARN-e the Dog,https://beaniepedia.com/beanies/beanie-babies/blarn-e-the-dog/,https://beaniepedia.com/beanies/files/2012/11/41vh99GJJ1L._SL500_AA300_.jpg,Beanie Babies,4436,White,12,13,17 March 2004,19/02/2004,2004,19/03/2004,Dog,St. Patrick's Day,N/A
Cancer,Blackie the Bear,https://beaniepedia.com/beanies/beanie-babies/blackie-the-bear/,https://beaniepedia.com/beanies/files/2012/11/blackie.jpg,Beanie Babies,4011,Black,1 2 3 4 5,1 2 3 4 5 6,15 July 1994,25/06/1994,1994,15/09/1998,Bear,None,N/A
Libra,Bixby the Bear,https://beaniepedia.com/beanies/beanie-babies/bixby-the-bear/,https://beaniepedia.com/beanies/files/2012/11/41UuBzSyTpL._SL500_AA300_.jpg,Beanie Babies,40152,Brown,12,13,30 September 2004,30/09/2004,2004,29/12/2004,Bear,None,N/A
Pisces,Bits the Bear,https://beaniepedia.com/beanies/beanie-babies/bits-the-bear/,https://beaniepedia.com/beanies/files/2012/11/bitsbear-1.jpg,Beanie Babies,49009,Mixed,13,13,04 March 2004,31/01/2005,2005,27/07/2005,Bear,None,N/A
Virgo,Biscuit the Dog,https://beaniepedia.com/beanies/beanie-babies/biscuit-the-dog/,https://beaniepedia.com/beanies/files/2012/11/41ZslHI5fJL._SL500_AA300_.jpg,Beanie Babies,47092,Brown,15,13,04 September 2007,14/12/2007,2007,-,Dog,Bob Evans,N/A
ERROR,Birthday Bear the Bear,https://beaniepedia.com/beanies/beanie-babies/birthday-bear-the-bear/,https://beaniepedia.com/beanies/files/2012/11/41Cy0RPQeqL._SL500_AA300_.jpg,Beanie Babies,4253,Mixed,5,7 8,None,14/07/1999,1999,23/12/1999,Bear,Birthday,N/A
Gemini,Binksy the Bunny,https://beaniepedia.com/beanies/beanie-babies/binksy-the-bunny/,https://beaniepedia.com/beanies/files/2012/11/315KDsA7MtL._SL500_AA300_.jpg,Beanie Babies,40186,Brown,13,13,04 June 2004,30/12/2004,2004,23/09/2005,Rabbit,None,N/A
ERROR,Billionaire 14 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-14-the-bear/,https://beaniepedia.com/beanies/files/2012/11/billionaire14bear-1.jpg,Beanie Babies,N/A,Purple,18,15,None,16/12/2011,2011,16/12/2011,Bear,Billionaire,N/A
ERROR,Billionaire 13 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-13-the-bear/,https://beaniepedia.com/beanies/files/2012/11/billionaire13bear-1.jpg,Beanie Babies,N/A,Purple,17,14,None,01/12/2010,2010,01/12/2010,Bear,Billionaire,N/A
ERROR,Billionaire 12 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-12-the-bear/,https://beaniepedia.com/beanies/files/2012/11/billionaire12bear-1.jpg,Beanie Babies,N/A,Blue,16,13,None,05/02/2010,2010,05/02/2010,Bear,Billionaire,N/A
ERROR,Billionaire 11 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-11-the-bear/,https://beaniepedia.com/beanies/files/2019/01/billionaire11.jpg,Beanie Babies,N/A,Grey,15,11,None,11/11/2008,2008,20/11/2008,Bear,Billionaire,N/A
ERROR,Billionaire 10 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-10-the-bear/,https://beaniepedia.com/beanies/files/2019/01/billionaire10.jpg,Beanie Babies,N/A,Pink,15,13,None,05/10/2007,2007,24/10/2007,Bear,Billionaire,N/A
ERROR,Billionaire 9 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-9-the-bear/,https://beaniepedia.com/beanies/files/2012/11/billionaire9bear-1.jpg,Beanie Babies,N/A,Red,14,13,None,30/11/2006,2006,30/11/2006,Bear,Billionaire,N/A
ERROR,Billionaire 8 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-8-the-bear/,https://beaniepedia.com/beanies/files/2019/01/billionaire8.jpg,Beanie Babies,N/A,Green,13,13,None,23/09/2005,2005,12/10/2005,Bear,Billionaire,N/A
ERROR,Billionaire 7 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-7-the-bear/,https://beaniepedia.com/beanies/files/2019/01/billionaire7.jpg,Beanie Babies,N/A,Blue,12,13,None,02/10/2004,2004,02/10/2004,Bear,Billionaire,N/A
ERROR,Billionaire 6 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-6-the-bear/,https://beaniepedia.com/beanies/files/2012/11/billionaire6bear-1.jpg,Beanie Babies,N/A,Mixed,7 11,13,None,26/09/2003,2003,26/09/2003,Bear,Billionaire,N/A
ERROR,Billionaire 5 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-5-the-bear/,https://beaniepedia.com/beanies/files/2012/11/billionaire5bear-1.jpg,Beanie Babies,N/A,Blue,7 10,6,None,30/06/2002,2002,30/06/2002,Bear,Billionaire,N/A
ERROR,Billionaire 4 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-4-the-bear/,https://beaniepedia.com/beanies/files/2019/01/billionaire4.jpg,Beanie Babies,N/A,Brown,9,6,None,08/09/2001,2001,08/09/2001,Bear,Billionaire,N/A
ERROR,Billionaire 3 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-3-the-bear/,https://beaniepedia.com/beanies/files/2012/11/billionaire3bear-1.jpg,Beanie Babies,N/A,Orange,6,9,None,23/09/2000,2000,23/09/2000,Bear,Billionaire,N/A
ERROR,Billionaire 2 the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-2-the-bear/,https://beaniepedia.com/beanies/files/2012/11/billionaire2bear-1.jpg,Beanie Babies,N/A,Purple,5,6,None,09/12/1999,1999,09/12/1999,Bear,Billionaire,N/A
ERROR,Billionaire the Bear,https://beaniepedia.com/beanies/beanie-babies/billionaire-the-bear/,https://beaniepedia.com/beanies/files/2012/10/billionairebear-1.jpg,Beanie Babies,N/A,Brown,5,6,None,26/09/1998,1998,26/09/1998,Bear,Billionaire,N/A
ERROR,Billingham the Duck,https://beaniepedia.com/beanies/beanie-babies/billingham-the-duck/,https://beaniepedia.com/beanies/files/2012/10/billinghamduck-1.jpg,Beanie Babies,48422,Yellow,14,13,None,01/03/2006,2006,01/04/2006,Duck,BBOM,N/A
ERROR,Hello Kitty (Ballerina),https://beaniepedia.com/beanies/beanie-babies/hello-kitty-ballerina/,https://beaniepedia.com/beanies/files/2012/10/hellokittyballerina.jpg,Beanie Babies,40888,Pink,18,-,None,01/01/2011,2011,Current,Cat,Hello Kitty,N/A
ERROR,Hello Kitty (Red Apple),https://beaniepedia.com/beanies/beanie-babies/hello-kitty-red-apple/,https://beaniepedia.com/beanies/files/2019/01/hellokittyredapple.jpg,Beanie Babies,40839,Red,17,-,None,01/06/2010,2010,04/04/2012,Cat,Hello Kitty,N/A
ERROR,Hello Kitty (Green Apple),https://beaniepedia.com/beanies/beanie-babies/hello-kitty-green-apple/,https://beaniepedia.com/beanies/files/2012/10/41AAVZrwI3L._SL500_AA300_.jpg,Beanie Babies,40839,Green,17,-,None,01/06/2010,2010,04/04/2012,Cat,Hello Kitty,N/A
ERROR,Hello Kitty (Blue Tartan),https://beaniepedia.com/beanies/beanie-babies/hello-kitty-blue-tartan/,https://beaniepedia.com/beanies/files/2012/10/hellokittybluetartan.jpg,Beanie Babies,40900,White,18,14,None,01/01/2011,2011,-,Cat,Hello Kitty,N/A
Scorpio,Hello Kitty (Blue Angel),https://beaniepedia.com/beanies/beanie-babies/hello-kitty-blue-angel/,https://beaniepedia.com/beanies/files/2012/10/41wNUrW3Z9L._SL500_AA300_.jpg,Beanie Babies,46136,White,-,-,01 November,02/02/2009,2009,Current,Cat,Hello Kitty,N/A
Cancer,Bijoux the Poodle,https://beaniepedia.com/beanies/beanie-babies/bijoux-the-poodle/,https://beaniepedia.com/beanies/files/2012/10/41ONOd0II3L._SL500_AA300_.jpg,Beanie Babies,40104,Black,12,13,21 July 2004,30/07/2004,2004,26/08/2004,Dog,None,N/A
Aquarius,Big Apple the Bear,https://beaniepedia.com/beanies/beanie-babies/big-apple-the-bear/,https://beaniepedia.com/beanies/files/2012/10/41Gmqyx-lpL._SL500_AA300_.jpg,Beanie Babies,40120,Brown,12,13,02 February 2004,15/08/2004,2004,29/12/2005,Bear,None,N/A
Libra,Bidder the Bear,https://beaniepedia.com/beanies/beanie-babies/bidder-the-bear/,https://beaniepedia.com/beanies/files/2012/10/41JjyCiMrYL._SL500_AA300_.jpg,Beanie Babies,4980,Mixed,11,13,24 September 2003,07/11/2003,2003,27/12/2007,Bear,None,N/A
Virgo,Bianca the Cat,https://beaniepedia.com/beanies/beanie-babies/bianca-the-cat/,https://beaniepedia.com/beanies/files/2012/10/31oBAxIX5JL._SL500_AA300_.jpg,Beanie Babies,40156,White,12,13,15 September 2004,29/10/2004,2004,26/05/2005,Cat,None,N/A
Cancer,Bessie the Cow,https://beaniepedia.com/beanies/beanie-babies/bessie-the-cow/,https://beaniepedia.com/beanies/files/2019/01/bessie.jpg,Beanie Babies,4009,Brown,3 4,1 2 3 4 5,27 June 1995,03/06/1995,1995,01/10/1997,Cow,None,N/A
Cancer,Berry Ice the Bear,https://beaniepedia.com/beanies/beanie-babies/berry-ice-the-bear/,https://beaniepedia.com/beanies/files/2019/01/berryice.jpg,Beanie Babies,40678,Blue,15,13,23 June 2007,07/08/2004,2004,26/08/2004,Bear,None,N/A
Libra,Bernie the St. Bernard,https://beaniepedia.com/beanies/beanie-babies/bernie-the-st-bernard/,https://beaniepedia.com/beanies/files/2012/10/bernie.jpg,Beanie Babies,4109,Brown,4 5,3 4 5 6,03 October 1996,01/01/1997,1997,22/09/1998,Dog,None,N/A
Capricorn,Benjamin the Bear,https://beaniepedia.com/beanies/beanie-babies/benjamin-the-bear/,https://beaniepedia.com/beanies/files/2012/10/4198LWO89kL._SL500_AA300_.jpg,Beanie Babies,40239,White,13,13,17 January 1706,29/04/2005,2005,26/08/2005,Bear,Independence Day,N/A
ERROR,Beary Much the Bear,https://beaniepedia.com/beanies/beanie-babies/beary-much-the-bear/,https://beaniepedia.com/beanies/files/2012/10/41utIHu7nXL._SL500_AA300_.jpg,Beanie Babies,44100,Brown,14,13,None,27/12/2006,2006,27/12/2007,Bear,None,N/A
ERROR,Beary Bag the Purse,https://beaniepedia.com/beanies/beanie-babies/beary-bag-the-purse/,https://beaniepedia.com/beanies/files/2019/01/bearybag.jpg,Beanie Babies,40489,Pink,15,13,None,31/01/2007,2007,-,Bear,None,N/A
Sagittarius,Bearon the Bear (Red),https://beaniepedia.com/beanies/beanie-babies/bearon-the-bear-red/,https://beaniepedia.com/beanies/files/2012/10/41Jy0P7pMmL._SL500_AA300_.jpg,Beanie Babies,40039,Red,11,13,17 December 2003,12/11/2003,2003,06/04/2004,Bear,None,N/A
Sagittarius,Bearon the Bear (Brown),https://beaniepedia.com/beanies/beanie-babies/bearon-the-bear-brown/,https://beaniepedia.com/beanies/files/2012/10/41pCdaqi12BL._SL500_AA300_.jpg,Beanie Babies,40039,Brown,11,13,17 December 2003,12/11/2003,2003,06/04/2004,Bear,None,N/A
Leo,Beani the Cat,https://beaniepedia.com/beanies/beanie-babies/beani-the-cat/,https://beaniepedia.com/beanies/files/2012/10/31S1uaI2BHbL._SL500_AA300_.jpg,Beanie Babies,4397,Grey,7 9 10,10 11,26 July 2000,01/10/2001,2001,24/05/2002,Cat,None,N/A
Aquarius,Beak the Kiwi Bird,https://beaniepedia.com/beanies/beanie-babies/beak-the-kiwi-bird/,https://beaniepedia.com/beanies/files/2012/10/beak.png,Beanie Babies,4211,Brown,5,6,03 February 1998,30/09/1998,1998,23/12/1999,Bird,None,N/A
Scorpio,Baystars the Bear,https://beaniepedia.com/beanies/beanie-babies/baystars-the-bear/,https://beaniepedia.com/beanies/files/2012/10/419lFvfVZxL._SL500_AA300_.jpg,Beanie Babies,46072,White,14,13,11 November 1992,13/07/2006,2006,28/02/2008,Bear,None,N/A
Scorpio,BAT-e the Bat,https://beaniepedia.com/beanies/beanie-babies/bat-e-the-bat/,https://beaniepedia.com/beanies/files/2012/10/21bmBDEl-GL._SL500_AA300_.jpg,Beanie Babies,4429,Black,11,13,31 October 2003,07/10/2003,2003,31/10/2003,Bat,None,N/A
Gemini,Basilico the Bear,https://beaniepedia.com/beanies/beanie-babies/basilico-the-bear/,https://beaniepedia.com/beanies/files/2012/10/416T7GN4B8L._SL500_AA300_.jpg,Beanie Babies,46062,Green,14,13,09 June 2006,28/04/2006,2006,26/05/2006,Bear,None,N/A
Libra,Barley the Horse,https://beaniepedia.com/beanies/beanie-babies/barley-the-horse/,https://beaniepedia.com/beanies/files/2012/10/41jLN-gvXML._SL500_AA300_.jpg,Beanie Babies,40613,Brown,15,13,25 September 2006,30/03/2007,2007,27/12/2007,Horse,None,N/A
ERROR,Barklowe the Dog,https://beaniepedia.com/beanies/beanie-babies/barklowe-the-dog/,https://beaniepedia.com/beanies/files/2012/10/41bd6GX6htL._SL500_AA300_.jpg,Beanie Babies,48428,Black/White,14,13,None,01/09/2006,2006,01/10/2006,Dog,None,N/A
Taurus,Barbaro the Horse (Kentucky Derby Store),https://beaniepedia.com/beanies/beanie-babies/barbaro-2006-kentucky-derby-winner-the-horse/,https://beaniepedia.com/beanies/files/2012/10/barbarokd.jpg,Beanie Babies,40464,Brown,14,13,29 April 2003,31/10/2006,2006,24/10/2007,Horse,Horse Racing,N/A
Libra,Banjo the Dog,https://beaniepedia.com/beanies/beanie-babies/banjo-the-dog/,https://beaniepedia.com/beanies/files/2012/10/41SQPDBQE8L._SL500_AA300_.jpg,Beanie Babies,40085,Brown,12,13,01 October 2003,30/06/2004,2004,27/10/2004,Dog,None,N/A
Scorpio,Bandito the Raccoon,https://beaniepedia.com/beanies/beanie-babies/bandito-the-raccoon/,https://beaniepedia.com/beanies/files/2012/10/51tb2BEHT-3L._SL500_AA300_.jpg,Beanie Babies,4543,Grey,10,11,02 November 2001,28/06/2002,2002,24/02/2003,Raccoon,None,N/A
Sagittarius,Bandage the Bear,https://beaniepedia.com/beanies/beanie-babies/bandage-the-bear/,https://beaniepedia.com/beanies/files/2012/10/418NNE4SSQL._SL500_AA300_.jpg,Beanie Babies,40221,Brown,13,13,03 December 2004,31/03/2005,2005,27/12/2007,Bear,None,N/A
ERROR,Bali the Komodo Dragon (Key Clip),https://beaniepedia.com/beanies/beanie-babies/bali-the-komodo-dragon-key-clip/,https://beaniepedia.com/beanies/files/2019/01/balikeyclip.jpg,Beanie Babies,47030,Green,14,13,None,01/05/2006,2006,23/06/2006,Komodo Dragon,None,N/A
Cancer,Bananas the Orangutan,https://beaniepedia.com/beanies/beanie-babies/bananas-the-orangutan/,https://beaniepedia.com/beanies/files/2012/10/51NW0FSSTNL._SL500_AA300_.jpg,Beanie Babies,4316,Mixed,6 7,9,30 June 2000,08/07/2000,2000,20/06/2001,Orangutan,None,N/A
Leo,Bali the Komodo Dragon &#8211; Shedd Aquarium Exclusive,https://beaniepedia.com/beanies/beanie-babies/bali-the-komodo-dragon-shedd-aquarium-exclusive/,https://beaniepedia.com/beanies/files/2012/10/31AsV2jv2sL._SL500_AA300_.jpg,Beanie Babies,40385,Green,14,13,08 August 2004,30/05/2006,2006,23/06/2006,Komodo Dragon,Shedd Aquarium,N/A
Sagittarius,Bam the Ram,https://beaniepedia.com/beanies/beanie-babies/bam-the-ram/,https://beaniepedia.com/beanies/files/2012/10/417GfVVtrKL._SL500_AA300_.jpg,Beanie Babies,4544,Mixed,10,11,25 November 2001,28/06/2002,2002,27/12/2002,Sheep,None,N/A
Leo,Bali the Komodo Dragon &#8211; Blue,https://beaniepedia.com/beanies/beanie-babies/bali-the-komodo-dragon-blue/,https://beaniepedia.com/beanies/files/2012/10/41BVPZPD3XL._SL500_AA300_.jpg,Beanie Babies,47029,Blue,14,13,08 August 2004,30/05/2006,2006,25/07/2006,Komodo Dragon,None,N/A
Leo,Bali the Komodo Dragon,https://beaniepedia.com/beanies/beanie-babies/bali-the-komodo-dragon/,https://beaniepedia.com/beanies/files/2012/10/31RF0sm1VJL._SL500_AA300_.jpg,Beanie Babies,40187,Green,13,13,08 August 2004,30/12/2004,2004,24/02/2005,Komodo Dragon,None,N/A
Aquarius,Baldy the Eagle,https://beaniepedia.com/beanies/beanie-babies/baldy-the-eagle/,https://beaniepedia.com/beanies/files/2012/10/baldy.png,Beanie Babies,4074,Black,4 5,3 4 5 6,17 February 1996,11/05/1997,1997,01/05/1998,Eagle,None,N/A
ERROR,Bahati the African Elephant,https://beaniepedia.com/beanies/beanie-babies/bahati-the-african-elephant/,https://beaniepedia.com/beanies/files/2012/10/bahati.jpg,Beanie Babies,44024,Grey,12,13,None,04/10/2004,2004,02/01/2007,Elephant,WWF,N/A
Aquarius,Carrots the Rabbit,https://beaniepedia.com/beanies/beanie-boos/carrots-the-rabbit/,https://beaniepedia.com/beanies/files/2012/10/31m2NzwO8vL._SL500_AA300_.jpg,Beanie Boos,36031,White,1,2,01 February,01/01/2011,2011,05/05/2014,Rabbit,None,"6"""
Sagittarius,Badges the Dog,https://beaniepedia.com/beanies/beanie-babies/badges-the-dog/,https://beaniepedia.com/beanies/files/2012/10/417fYUPzENL._SL500_AA300_.jpg,Beanie Babies,40177,Brown,13,13,01 December 2004,30/12/2004,2004,23/11/2005,Dog,None,N/A
ERROR,Baby Girl the Bear (2006),https://beaniepedia.com/beanies/beanie-babies/baby-girl-the-bear-2006/,https://beaniepedia.com/beanies/files/2012/10/51ZODebWMpL._SL500_AA300_.jpg,Beanie Babies,40425,Pink,14,13,None,31/08/2006,2006,27/12/2007,Bear,None,N/A
ERROR,Baby Girl the Bear (2005),https://beaniepedia.com/beanies/beanie-babies/baby-girl-the-bear-2005/,https://beaniepedia.com/beanies/files/2012/10/41GXJA1GFNL._SL500_AA300_.jpg,Beanie Babies,40222,Pink,13,13,None,31/03/2005,2005,25/08/2006,Bear,None,N/A
Capricorn,Baby Girl the Bear,https://beaniepedia.com/beanies/beanie-babies/baby-girl-the-bear/,https://beaniepedia.com/beanies/files/2012/10/41hFC0iKNRL._SL500_AA300_.jpg,Beanie Babies,4535,Pink,7 10,11,19 January 2002,31/05/2002,2002,08/08/2003,Bear,None,N/A
ERROR,Baaabsy Baaag the Purse,https://beaniepedia.com/beanies/beanie-babies/baaabsy-baaag-the-purse/,https://beaniepedia.com/beanies/files/2012/10/413rfg0wUAL._SL500_AA300_.jpg,Beanie Babies,40448,White,15,13,None,31/01/2007,2007,25/06/2007,Sheep,None,N/A
ERROR,Baby Boy the Bear (2006),https://beaniepedia.com/beanies/beanie-babies/baby-boy-the-bear-2006/,https://beaniepedia.com/beanies/files/2012/10/51RePoInOoL._SL500_AA300_.jpg,Beanie Babies,40424,Blue,14,13,None,31/08/2006,2006,27/12/2007,Bear,None,N/A
ERROR,Baby Boy the Bear (2005),https://beaniepedia.com/beanies/beanie-babies/baby-boy-the-bear-2005/,https://beaniepedia.com/beanies/files/2012/10/41BNMF931TL._SL500_AA300_.jpg,Beanie Babies,40223,Blue,13,13,None,31/03/2005,2005,25/08/2006,Bear,None,N/A
Pisces,Baby Boy the Bear,https://beaniepedia.com/beanies/beanie-babies/baby-boy-the-bear/,https://beaniepedia.com/beanies/files/2012/10/41l5bFBDjbL._SL500_AA300_.jpg,Beanie Babies,4534,Blue,7 10,11,03 March 2002,31/05/2002,2002,08/08/2003,Bear,None,N/A
Aries,Baabet the Pink Sheep,https://beaniepedia.com/beanies/beanie-babies-2-0/baabet-the-pink-sheep/,https://beaniepedia.com/beanies/files/2019/01/baabet.jpg,Beanie Babies 2.0,42007,Pink,-,-,17 April 2007,02/01/2008,2008,01/11/2008,Sheep,None,N/A
Aries,Baaabsy the Lamb,https://beaniepedia.com/beanies/beanie-babies/baaabsy-the-lamb/,https://beaniepedia.com/beanies/files/2012/10/51MAETF0XYL._SL500_AA300_.jpg,Beanie Babies,40376,White,14,13,07 April 2006,30/05/2006,2006,27/12/2007,Sheep,None,N/A
Scorpio,Awareness the Bear,https://beaniepedia.com/beanies/beanie-babies/awareness-the-bear/,https://beaniepedia.com/beanies/files/2012/10/51EE93G7BHL._SL500_AA300_.jpg,Beanie Babies,40422,Pink,14,13,27 October 2006,31/08/2006,2006,27/12/2007,Bear,None,N/A
Libra,Aware the Bear,https://beaniepedia.com/beanies/beanie-babies/aware-the-bear/,https://beaniepedia.com/beanies/files/2012/10/awarebear-1.jpg,Beanie Babies,40279,Pink,13,13,10 October 2004,31/08/2005,2005,29/12/2005,Bear,None,N/A
Aquarius,Avalon the Horse,https://beaniepedia.com/beanies/beanie-babies/avalon-the-horse/,https://beaniepedia.com/beanies/files/2012/10/314Il9akm5L._SL500_AA300_.jpg,Beanie Babies,40095,Pink,12,13,05 February 2004,30/06/2004,2004,29/12/2004,Horse,None,N/A
Libra,Fraidy the Cat,https://beaniepedia.com/beanies/beanie-babies/fraidy-the-cat/,https://beaniepedia.com/beanies/files/2012/10/41v0SJ3k8jL._SL500_AA300_.jpg,Beanie Babies,4379,Black,7 9,10,13 October 2000,03/09/2001,2001,12/11/2001,Cat,Halloween,N/A
Scorpio,Tremble the Dog,https://beaniepedia.com/beanies/beanie-babies/tremble-the-dog/,https://beaniepedia.com/beanies/files/2019/01/tremble.jpg,Beanie Babies,44116,Black,15,13,31 October 2007,27/09/2007,2007,27/12/2007,Dog,Halloween,N/A
Scorpio,Scarem the Bat,https://beaniepedia.com/beanies/beanie-babies/scarem-the-bat/,https://beaniepedia.com/beanies/files/2012/10/41VR7ayhKHL._SL500_AA300_.jpg,Beanie Babies,40578,Black,15,13,13 November 2006,31/08/2007,2007,27/11/2007,Bat,Halloween,N/A
Libra,Ghouliette the Ghost,https://beaniepedia.com/beanies/beanie-babies/ghouliette-the-ghost/,https://beaniepedia.com/beanies/files/2012/10/31SmRftuPBL._SL500_AA300_.jpg,Beanie Babies,40579,White,15,13,29 September 2007,31/08/2007,2007,27/11/2007,Ghost,Halloween,N/A
Scorpio,Ghostio the Ghost,https://beaniepedia.com/beanies/beanie-babies/ghostio-the-ghost/,https://beaniepedia.com/beanies/files/2012/10/31a8RpsxqWL._SL500_AA300_.jpg,Beanie Babies,40579,White,15,13,25 October 2006,31/08/2007,2007,27/11/2007,Ghost,Halloween,N/A
Scorpio,Spooky the Ghost (Pumpkin),https://beaniepedia.com/beanies/beanie-babies/spooky-the-ghost-pumpkin/,https://beaniepedia.com/beanies/files/2012/10/31FOqHMRSbL._SL500_AA300_.jpg,Beanie Babies,40848,White,17,-,28 October 2009,00/00/2010,2010,01/10/2011,Ghost,Halloween,N/A
Scorpio,Spooky the Ghost,https://beaniepedia.com/beanies/beanie-babies/spooky-the-ghost/,https://beaniepedia.com/beanies/files/2012/10/3174-OmZ5wL._SL500_AA300_.jpg,Beanie Babies,4090,N/A,3 4,1 2 3 4 5,31 October 1995,01/09/1995,1995,31/12/1997,Ghost,Halloween,N/A
Scorpio,Alacazam the Dog,https://beaniepedia.com/beanies/beanie-babies/alacazam-the-dog/,https://beaniepedia.com/beanies/files/2012/10/41zCwFtXj6L._SL500_AA300_.jpg,Beanie Babies,40847,Black,17,-,29 October 2009,2010,2010,24/01/2012,Dog,Halloween,N/A
Libra,Baron Van Pyre the Bear,https://beaniepedia.com/beanies/beanie-babies/baron-van-pyre-the-bear/,https://beaniepedia.com/beanies/files/2012/10/41gH8q1pCNL._SL500_AA300_.jpg,Beanie Babies,40575,Black,15,13,20 October 2007,31/08/2007,2007,27/12/2007,Bear,Halloween,N/A
Scorpio,Batty the Bat (Tie-Dye),https://beaniepedia.com/beanies/beanie-babies/batty-the-bat-tie-dye/,https://beaniepedia.com/beanies/files/2012/10/battytiedye-1.jpg,Beanie Babies,4035,Mixed,5,6,29 October 1996,01/01/1999,1999,31/03/1999,Bat,None,N/A
Scorpio,Batty the Bat (Brown),https://beaniepedia.com/beanies/beanie-babies/batty-the-bat-brown/,https://beaniepedia.com/beanies/files/2019/01/battybeanie.jpg,Beanie Babies,4035,Brown,4 5,5 6,29 October 1996,07/10/1997,1997,31/03/1999,Bat,None,N/A
Scorpio,Ghosty the Ghost (Medium),https://beaniepedia.com/beanies/beanie-boos/ghosty-the-ghost-large/,https://beaniepedia.com/beanies/files/2012/10/41NACu-2apL._SL500_AA300_.jpg,Beanie Boos,36913,White,2,-,31 October,2010,2010,18/04/2012,Ghost,Halloween,N/A
Scorpio,Moonlight the Cat,https://beaniepedia.com/beanies/beanie-boos/moonlight-the-cat/,https://beaniepedia.com/beanies/files/2012/10/51oIulACcvL._SL500_AA300_.jpg,Beanie Boos,36068,Black,3 4,3 4 2005,31 October,01/07/2012,2012,17/08/2012,Cat,Halloween,"6"""
Scorpio,Midnight the Bat,https://beaniepedia.com/beanies/beanie-boos/midnight-the-bat/,https://beaniepedia.com/beanies/files/2012/10/41ZA6aJrPWL._SL500_AA300_.jpg,Beanie Boos,36020,Black,2,1,30 October,2010,2010,01/09/2011,Bat,Halloween,"6"""
Capricorn,Australia the Bear,https://beaniepedia.com/beanies/beanie-babies/australia-the-bear/,https://beaniepedia.com/beanies/files/2012/10/31VHHolSpnL._SL500_AA300_.jpg,Beanie Babies,46025,Green,13,13,12 January 2005,28/02/2005,2005,15/04/2006,Bear,None,N/A
